name,address,id,builder,sqft,lights,covered,url,elements,pinimage,photos,latitude,longitude,group
"DuckPondPark-SanAntonio,TX","900 S Ellison Dr, San Antonio, TX 78245, US",DuckPondPark-SanAntonioTX,Grindline,"3,600sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,duckpond01.jpg,29.42917709,-98.6819749,TX
DUDLEY SKATEPARK,"900 W River Dr, Davenport, IA 52802, US",DUDLEYSKATEPARK,Spohn Ranch,"6,500 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/dudley-skatepark/,concrete park,spohnranchpin,DUDLEYSKATEPARK01.jpg DUDLEYSKATEPARK02.jpg DUDLEYSKATEPARK03.jpg DUDLEYSKATEPARK04.jpg DUDLEYSKATEPARK05.jpg,40.4639452,-90.66675673,IL
Dunedin Florida – Stirling Skatepark,"550 Laura Ln, Dunedin, FL 34698, US",dunedin,Team Pain,"10,500sqft.",N/A,N/A,https://teampain.com/projects/striling-skatepark/,Concrete Skatepark.,teampainpin,dunedin01.jpg,28.02069136,-82.78463402,FL
"Durham Skatepark - Durham, NC","505 Rigsbee Ave, Durham, NC 27701, US",Durhamnc,artisan,"11,000sqft.",no,no,https://www.artisanskateparks.com/durham-skatepark-durham-nc,Concrete,artisanpin,durhamnc01.jpg durhamnc02.jpg,36.00058027,-78.90025395,NC
Duvall Skatepark,"28616 NE Big Rock Rd, Duvall, WA 98019, US",duvall,Grindline.,"6,000sqft.",No,No,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,duvall.jpg duvall2.jpg duvall3.jpg,47.720516,-121.95815,WA
Eagle Skatepark,"3151 E Greenbrook St, Eagle, ID 83616, US",eagleID,N/A,"12,500sqft.",No,No,http://www.boiseskateboardassociation.com/skateparks/eagle-skatepark,"Jenky and gritty, yet uniquely interesting. Concrete transition and street elements.",skateparkpin,IDAHOeagle1.jpg IDAHOeagle2.jpg IDAHOeagle3.jpg IDAHOeagle4.jpg IDAHOeagle5.jpg,43.71253807,-116.3153755,ID
EASTMARK SKATEPARK,"The Deck Skate Park, 9362 E Point Twenty-Two Blvd, Mesa, AZ 85212, US",EASTMARKSKATEPARK,Spohn Ranch,"20,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/eastmark-skatepark/,concrete park,spohnranchpin,EASTMARKSKATEPARK01.jpg EASTMARKSKATEPARK02.jpg,33.32675219,-111.6307971,AZ
"EAU CLAIRE, WISCONSIN SKATEPARK","900 Broadway St, Eau Claire, WI 54703, US",EAUCLAIREWISCONSINSKATEPARK,Evergreen.,"2,361.42 ft²",No,No,https://www.evergreenskateparks.com/eau-claire-wisconsin-skatepark,N/A,evergreenpin,claireg01.jpg,44.80473846,-91.51856839,WI
Ebeltoft,"Adelgade 39, 8400 Ebeltoft, Denmark",EbeltoftDK,FSR,250 m²,N/A,N/A,https://fsrbeton.dk/projekter/ebeltoft/,Concrete Skatepark.,fsrbetonpin,ebeltoftfsr01.jpg,56.20087574,10.67845584,DK
Echo Park Skate Park,"1632 Bellevue Ave, Los Angeles, CA 90026, US",echoparkCA,N/A,"7,100sqft.",Somelights.,No,https://laist.com/news/echo-park-sk8trz-will-soon-have-a-new-practice-spot,"7,100 square feet of concrete skating area, a quarterpipe, several short staircases with rails and a mini bowl, among other features.",skateparkpin,echo01.png echo02.png echo03.png,34.06962798,-118.2597792,CA
Ed Austin Skatepark,"11751 McCormick Rd, Jacksonville, FL 32225, US",edaustin,Team Pain,"9,000sqft.",N/A,N/A,https://teampain.com/projects/ed-austin-skatepark/,Concrete Skatepark.,teampainpin,edaustin01.jpg,30.36682789,-81.50410606,FL
Ed Benedict Skate Plaza Portland,"10125 SE Powell Blvd, Portland, OR 97266, US",edbenedictskateplazaportland,Newline,"17,602.19 ft²",N/A,N/A,http://www.newlineskateparks.com/project/ed-benedict-skate-plaza/,Concrete,newlinepin,edbenedictskateplazaportland.jpg,45.49570801,-122.5596778,OR
ED DAY MEMORIAL SKATEPARK,"Ed Day Memorial Skate Park, 403 W 10th St, Gibson City, IL 60936, US",EDDAYMEMORIALSKATEPARK,Spohn Ranch,"4,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/ed-day-memorial-skatepark/,concrete park,spohnranchpin,EDDAYMEMORIALSKATEPARK01.jpg EDDAYMEMORIALSKATEPARK02.jpg EDDAYMEMORIALSKATEPARK03.jpg EDDAYMEMORIALSKATEPARK04.jpg,40.467307,-88.37984644,IL
"EdinaYMCA-Edina,MN","7355 York Ave S, Edina, MN 55435, US",EdinaYMCA-EdinaMN,Grindline,"16,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,edinaco01.jpg edinaco02.jpg,44.87063419,-93.31988069,MN
EDINBURG SKATEPARK,"501 Tangerine Ave, Edinburg, TX 78539, US",EDINBURGSKATEPARK,Spohn Ranch,"12,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/edinburg-skatepark/,concrete park,spohnranchpin,EDINBURGSKATEPARK01.jpg EDINBURGSKATEPARK02.jpg,26.28592574,-98.16143159,TX
"EdwardsSkatepark-Edwards,CO","200 Miller Ranch Rd, Edwards, CO 81632, US",EdwardsSkatepark-EdwardsCO,Grindline,"4,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,edwardsco01.jpg edwardsco02.jpg edwardsco03.jpg edwardsco04.jpg,39.64700776,-106.5867707,CO
Enghave Plads Skatepark,"Enghave Pl., 1670 København, Denmark",enghaveDK,DIY.,"6,422.04 ft² (596.63 m²)",No,No,http://skateparks.dk/kobenhavn/enghave-plads/,"Bank to curb, quarter pipe, bank with love seat.",diyparkpin,DKenghave1.jpg DKenghave2.jpg DKenghave3.jpg DKenghave4.jpg DKenghave5.jpg,55.667323,12.544947,DK
"Englewood, FL","6831 San Casa Dr, Englewood, FL 34224, US",englewood,Team Pain,"18,000sqft.",N/A,N/A,https://teampain.com/projects/englewood-fl/,Concrete Skatepark.,teampainpin,englewood01.jpg,26.920394,-82.31394328,FL
"EPWORTH SKATEPARK - REHOBOTH BEACH, DELAWARE","37003 Turnstone Cir, Rehoboth Beach, DE 19971, US",EPWORTHSKATEPARK-REHOBOTHBEACHDELAWARE,Evergreen.,"2,390.72 ft²",No,No,https://www.evergreenskateparks.com/epworth-skatepark-delaware,N/A,evergreenpin,epwortheg01.jpg,38.7180612,-75.10671249,DE
ERIC BROWN SKATE PLAZA,"141 Catoctin Cir SE, Leesburg, VA 20175, US",ERICBROWNSKATEPLAZA,Spohn Ranch,"12,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/catoctin-skatepark/,concrete park,spohnranchpin,ERICBROWNSKATEPLAZA01.jpg ERICBROWNSKATEPLAZA02.jpg,39.1069555,-77.55926389,VA
"ErieSkatepark-Erie,PA","Columbus Park, Erie, PA 16502, US",ErieSkatepark-EriePA,Grindline,"10,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,eriepa01.jpg eriepa02.jpg,42.11523714,-80.09395611,PA
Ermineskin Cree Nation Skatepark Maskwacis,"RGPW+47, Maskwacis, AB T0C 1N0, Canada",ermineskincreenationskateparkmaskwacis,Newline,"6,440.79 ft²",N/A,N/A,http://www.newlineskateparks.com/project/ermineskin-cree-nation-skatepark/,Concrete,newlinepin,ermineskincreenationskateparkmaskwacis.jpg,52.83530847,-113.4542765,AB
Esbjerg Skatepark,"Nørrebrogade 1C, 6700 Esbjerg, Denmark",Esbjerg SkateparkDK,FSR,580 m²,N/A,N/A,https://fsrbeton.dk/projekter/esbjerg-skatepark/,Concrete Skatepark.,fsrbetonpin,esbjergfsr01.jpg,55.47416499,8.462447607,DK
Estacada Skatepark,"677 NW Wade St, Estacada, OR 97023, US",estacadaOR,Dreamland.,"10,000sqft.",No,No,http://www.northwestskater.com/estacada.html,Concrete Skatepark.,dreamlandpin,OREGONestacada1.jpg OREGONestacada2.jpg OREGONestacada3.jpg OREGONestacada4.jpg,45.295691,-122.338202,OR
E STREET SKATEPARK,"900 N E St, San Bernardino, CA 92410, US",ESTREETSKATEPARK,Spohn Ranch,"4,000 ft²",NO,N/A,https://www.spohnranch.com/portfolio/e-street-skatepark/,concrete park,spohnranchpin,ESTREETSKATEPARK01.jpg ESTREETSKATEPARK02.jpg,34.11620558,-117.2944285,CA
Eugene Bethel Skatepark,"Haviture Way & Jeffrey Way, Eugene, OR 97402, US",eugenebethelOR,N/A,"8,404.59 ft²",No,No,http://www.northwestskater.com/eugenebethel.html,Concrete Skatepark.,skateparkpin,OREGONeugenebethel1.jpg OREGONeugenebethel2.jpg OREGONeugenebethel3.jpg OREGONeugenebethel4.jpg,44.080094,-123.199481,OR
Eugene Cal Young Skatepark,"2555 Gilham Rd, Eugene, OR 97408, US",eugenecalyoungOR,N/A,"8,252.54 ft²",No,No,http://www.northwestskater.com/eugenecalyoung.html,Concrete Skatepark.,skateparkpin,OREGONeugenecalyoung1.jpg OREGONeugenecalyoung2.jpg,44.092363,-123.080536,OR
Eugene Churchill Skatepark,"2032 Bailey Hill Rd, Eugene, OR 97405, US",eugenechurchillOR,N/A,"8,346.33 ft²",No,No,http://www.northwestskater.com/eugenechurchill.html,Concrete Skatepark.,skateparkpin,OREGONeugenechurchill1.jpg OREGONeugenechurchill2.jpg OREGONeugenechurchill3.jpg OREGONeugenechurchill4.jpg,44.037284,-123.151776,OR
Eugene Emerald Skatepark,"1400 Lake Dr, Eugene, OR 97404, US",eugeneemeraldOR,N/A,"4,895.50 ft²",No,No,http://www.northwestskater.com/eugeneemerald.html,Concrete Skatepark.,skateparkpin,OREGONeugeneemerald1.jpg OREGONeugeneemerald2.jpg,44.086073,-123.137612,OR
Eugene WJ Skatepark,"150 Jefferson St, Eugene, OR 97402, US",eugenewjOR,Dreamland.,"23,000sqft.",No,No,http://www.northwestskater.com/eugeneWJ.html,Concrete Skatepark.,dreamlandpin,OREGONeugenewj1.jpg OREGONeugenewj2.jpg OREGONeugenewj3.jpg OREGONeugenewj4.jpg OREGONeugenewj5.jpg OREGONeugenewj6.jpg,44.057973,-123.101344,OR
Eugene Amazon Skatepark,"E 29th Ave & Amazon Pkwy, Eugene, OR 97405, US",euggeneamazonOR,N/A,"2,752.49 ft²",No,No,http://www.northwestskater.com/eugeneamazon.html,Concrete Skatepark.,skateparkpin,OREGONeugeneamazon.jpg OREGONeugeneamazon1.jpg OREGONeugeneold3.jpg,44.026195,-123.082636,OR
Eureka Springs,"532 Spring St, Eureka Springs, AR 72632, US",eurekasprings,Dreamland.,"3,000 sqft.",N/A,N/A,https://www.dreamlandskateparks.com/arkansas,N/A,dreamlandpin,eureka01.jpg,36.41056218,-93.7412371,AR
"Eustis, FL Skate Park","Sunset Island Park, 301 W Ward Ave, Eustis, FL 32726, US",eustis,Team Pain,"10,000sqft.",N/A,N/A,https://teampain.com/projects/eustis-fl-skate-park/,Concrete Skatepark.,teampainpin,eustis01.jpg,28.8498088,-81.69144028,FL
Hillsboro,"4046 SE Silvies Ln, Hillsboro, OR 97123, US",evegreenhillsboro,Evergreen,"1,628.37",No,No,https://www.evergreenskateparks.com/hillsboro-oregon-skatepark,flow bowl,evergreenpin,hillsboro01.jpg,45.49084095,-122.9063595,OR
