name,address,id,builder,sqft,lights,covered,url,elements,pinimage,photos,latitude,longitude,group
"Windsor, Colorado","31715 Eastman Park Dr, Windsor, CO 80550, US",DAN1208,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WindsorCo.html,tbd,dansparkpin,dansskatepage.jpg,40.46418883,-104.9118983,CO
Winlock,"NW Dexter Ave, Winlock, WA 98596, US",DAN1209,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/winlockwa.html,tbd,dansparkpin,dansskatepage.jpg,46.49485092,-122.9425272,WA
Boise (Ivywild Park),"416 W Ivywild St, Boise, ID 83706, US",DAN121,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Boise(Ivywild)ID.html,tbd,dansparkpin,dansskatepage.jpg,43.58164169,-116.1900991,ID
Winter Park,"Sawyer Cir & Ski Idlewild Rd, Winter Park, CO 80482, US",DAN1210,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/winterparkco.html,tbd,dansparkpin,dansskatepage.jpg,39.9202286,-105.784716,CO
Winterset,"450 N 4th Ave, Winterset, IA 50273, US",DAN1211,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WintersetIA.html,tbd,dansparkpin,dansskatepage.jpg,41.33058327,-94.01791715,IA
"Wolf Point, Montana","BIA Rd 168, Wolf Point, MT 59201, US",DAN1212,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WolfPointMT.html,tbd,dansparkpin,dansskatepage.jpg,48.08452189,-105.6503995,MT
"Woodbridge, Virginia","14300 Veterans Dr, Woodbridge, VA 22191, US",DAN1213,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/woodbridge.html,tbd,dansparkpin,dansskatepage.jpg,38.64109548,-77.25019493,VA
"Woodburn, Oregon","400 S Settlemier Ave, Woodburn, OR 97071, US",DAN1214,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/woodburnor.html,tbd,dansparkpin,dansskatepage.jpg,45.14035767,-122.8620388,OR
"Woodinville, Washington","19518 136th Ave NE, Woodinville, WA 98072, US",DAN1215,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/wood.html,tbd,dansparkpin,dansskatepage.jpg,47.76915124,-122.1577381,WA
"Woodland Park, Colorado","1001 Evergreen Heights Dr, Woodland Park, CO 80863, US",DAN1216,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WoodlandParkCo.html,tbd,dansparkpin,dansskatepage.jpg,38.99907872,-105.0671714,CO
"Woodland, Washington","785 Lakeshore Dr, Woodland, WA 98674, US",DAN1217,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/woodland.html,tbd,dansparkpin,dansskatepage.jpg,45.9018008,-122.741244,WA
Woodlands (Lakeside),"5001 S Alden Bridge Dr, The Woodlands, TX 77382, US",DAN1218,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/woodlandslakesidetx.html,tbd,dansparkpin,dansskatepage.jpg,30.20271136,-95.54214283,TX
"Woodward (Park City), Utah","3863 Kilby Rd, Park City, UT 84098, US",DAN1219,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WoodwardParkCityUT.html,tbd,dansparkpin,dansskatepage.jpg,40.7549986,-111.5864366,UT
"Boise (McMillian), Idaho","5101 N Eagle Rd, Boise, ID 83713, US",DAN122,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BoiseMcMillianID.html,tbd,dansparkpin,dansskatepage.jpg,43.65007797,-116.3556501,ID
"Woodward West, California","28400 Stallion Springs Dr, Tehachapi, CA 93561, US",DAN1220,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/woodwardwest.html,tbd,dansparkpin,dansskatepage.jpg,35.08130122,-118.6357698,CA
Worthington,"Tower St & W 11th Ave, Worthington, MN 56187, US",DAN1221,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/WorthingtonMN.html,tbd,dansparkpin,dansskatepage.jpg,43.62607997,-95.61567551,MN
"Yakima (Chesterley), Washington","N 40th Ave, Yakima, WA 98902, US",DAN1222,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/yakima.html,tbd,dansparkpin,dansskatepage.jpg,46.61580851,-120.5607953,WA
"Yakima (Kiwanis), Washington","1109 E Maple St, Yakima, WA 98901, US",DAN1223,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/yak2.html,tbd,dansparkpin,dansskatepage.jpg,46.59979174,-120.4877838,WA
Yankton,"Park Dr & Spruce St, Yankton, SD 57078, US",DAN1224,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/YanktonSD.html,tbd,dansparkpin,dansskatepage.jpg,42.87413873,-97.40597434,SD
"Yelm, Washington","Washington St SE & Washington Ave SE, Yelm, WA 98597, US",DAN1225,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/yelmwa.html,tbd,dansparkpin,dansskatepage.jpg,46.94135989,-122.6081581,WA
York,"306 S Kingsley Ave, York, NE 68467, US",DAN1226,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/yorkne.html,tbd,dansparkpin,dansskatepage.jpg,40.864042,-97.60075459,NE
"York, Pennsylvania","901 Vander Ave, York, PA 17403, US",DAN1227,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/york.html,tbd,dansparkpin,dansskatepage.jpg,39.95262668,-76.70727897,PA
"Ypsilanti (Clark Park), Michigan","1850 E Clark Rd, Ypsilanti, MI 48198, US",DAN1228,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/YpsilantiMIClark.html,tbd,dansparkpin,dansskatepage.jpg,42.256886,-83.57408839,MI
"Ypsilanti (Prospect Park), Michigan","550 N Prospect Rd, Ypsilanti, MI 48197, US",DAN1229,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/YpsilantiMIProspect.html,tbd,dansparkpin,dansskatepage.jpg,42.247882,-83.60223739,MI
"Boise (Molenaar), Idaho","2815 S Maple Grove Rd, Boise, ID 83709, US",DAN123,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BoiseMolenaarID.html,tbd,dansparkpin,dansskatepage.jpg,43.57882797,-116.2963841,ID
Yucca Valley,"57090 29 Palms Hwy, Yucca Valley, CA 92284, US",DAN1230,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/yuccavalley.html,tbd,dansparkpin,dansskatepage.jpg,34.12561179,-116.4193027,CA
Zionsville,"9613 Whitestown Rd, Zionsville, IN 46077, US",DAN1231,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/zionsvillein.html,tbd,dansparkpin,dansskatepage.jpg,39.96411303,-86.28382115,IN
Boise (Rhodes),"1555 W Front St, Boise, ID 83702, US",DAN124,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/boiserhodesid.html,tbd,dansparkpin,dansskatepage.jpg,43.618265,-116.2142382,ID
"Bonney Lake (Allan Yorke Park), Washington","7203 W Tapps Hwy E, Bonney Lake, WA 98391, US",DAN125,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BonneyLakeAllanYorkeWA.html,tbd,dansparkpin,dansskatepage.jpg,47.19031605,-122.1663718,WA
"Bonney Lake (The Edge), Washington","Canyon View Blvd E, Tehaleh, WA 98391, US",DAN126,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BonneyLakeEdgeWA.html,tbd,dansparkpin,dansskatepage.jpg,47.13139489,-122.1734095,WA
Boulder,"N Madison St & Leslie St, Boulder, MT 59632, US",DAN127,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bouldermt.html,tbd,dansparkpin,dansskatepage.jpg,46.23910304,-112.1173779,MT
"Boulder (Green Block), Colorado","5333 Valmont Rd, Boulder, CO 80301, US",DAN128,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Boulder(GreenBlock)CO.html,tbd,dansparkpin,dansskatepage.jpg,40.02979203,-105.2300067,CO
"Boulder (Howard Heuston Park), Colorado","3200 34th St, Boulder, CO 80301, US",DAN129,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Boulder(Heuston)CO.html,tbd,dansparkpin,dansskatepage.jpg,40.03273024,-105.2487142,CO
Albuquerque (North Domingo),"7521 Carmel Ave NE, Albuquerque, NM 87113, US",DAN13,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/albuquerquenorthdomingonm.html,tbd,dansparkpin,dansskatepage.jpg,35.17867509,-106.5616095,NM
"Boulder (Valmont Park), Colorado","5333 Valmont Rd, Boulder, CO 80301, US",DAN130,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Boulder(ValmontSP)CO.html,tbd,dansparkpin,dansskatepage.jpg,40.03000774,-105.230869,CO
Boulder City,"1650 Buchanan Blvd, Boulder City, NV 89005, US",DAN131,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bouldercity.html,tbd,dansparkpin,dansskatepage.jpg,35.95103521,-114.8468217,NV
"Boulder City (River Mountain Trail) Ditch, Nevada","US-93, Boulder City, NV 89005, US",DAN132,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bouldercityditch.html,tbd,dansparkpin,dansskatepage.jpg,35.98459465,-114.8428243,NV
"Boulder, Colorado","1505 30th St, Boulder, CO 80303, US",DAN133,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/boulder.html,tbd,dansparkpin,dansskatepage.jpg,40.01332072,-105.2545065,CO
Bountiful,"359 W 740 S, Bountiful, UT 84010, US",DAN134,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BountifulUT.html,tbd,dansparkpin,dansskatepage.jpg,40.88194967,-111.8893346,UT
"Bowie, Maryland","3106 Mitchellville Rd, Bowie, MD 20716, US",DAN135,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bowie.html,tbd,dansparkpin,dansskatepage.jpg,38.93482569,-76.7359599,MD
Bowling Green,"200 E 6th Ave, Bowling Green, KY 42101, US",DAN136,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bowlinggreenky.html,tbd,dansparkpin,dansskatepage.jpg,36.99848801,-86.43942248,KY
"Box Elder, Montana","476 Box Elder Rd, Box Elder, MT 59521, US",DAN137,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BoxElderMT.html,tbd,dansparkpin,dansskatepage.jpg,48.31646483,-110.0052084,MT
Bozeman,"147 N 20th Ave, Bozeman, MT 59718, US",DAN138,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bozemanmt.html,tbd,dansparkpin,dansskatepage.jpg,45.68110474,-111.0644601,MT
Bozeman (Big Sky Youth Empowerment),"225 E Mendenhall St, Bozeman, MT 59715, US",DAN139,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BozemanMTbsye.html,tbd,dansparkpin,dansskatepage.jpg,45.68065125,-111.033442,MT
Albuquerque (Northwest),"7 Bar Loop Rd NW & Coors Blvd Bypass NW, Albuquerque, NM 87114, US",DAN14,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/albuquerquenorthwestnm.html,tbd,dansparkpin,dansskatepage.jpg,35.20285282,-106.6605378,NM
Branson,"625 Stockstill Ln, Branson, MO 65616, US",DAN140,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bransonmo.html,tbd,dansparkpin,dansskatepage.jpg,36.64979145,-93.23707141,MO
Breckenridge,"880 Airport Rd, Breckenridge, CO 80424, US",DAN141,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/breckenridge.html,tbd,dansparkpin,dansskatepage.jpg,39.49654761,-106.0480131,CO
"Bremerton, Washington","1950 Homer Jones Dr, Bremerton, WA 98310, US",DAN142,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bremerton.html,tbd,dansparkpin,dansskatepage.jpg,47.578669,-122.6214519,WA
"Brier, Washington","228th St SW & 25th Ave W, Brier, WA 98036, US",DAN143,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brierwa.html,tbd,dansparkpin,dansskatepage.jpg,47.79238965,-122.2673611,WA
Brighton,"1101 Judicial Center Dr, Brighton, CO 80601, US",DAN144,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brighton.html,tbd,dansparkpin,dansskatepage.jpg,39.97026711,-104.7638826,CO
Brighton (Benedict Park),"1701 Skeel St, Brighton, CO 80601, US",DAN145,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BrightonBenedictCO.html,tbd,dansparkpin,dansskatepage.jpg,39.98178672,-104.8006967,CO
"Bringham City, Utah","530 E 700 S, Brigham City, UT 84302, US",DAN146,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brighamcity.html,tbd,dansparkpin,dansskatepage.jpg,41.49467511,-112.0076833,UT
Brookings,"885 3rd St, Brookings, OR 97415, US",DAN147,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brookings.html,tbd,dansparkpin,dansskatepage.jpg,42.06241522,-124.2936058,OR
Brooks,"8 St E & Sutherland Dr E, Brooks, AB T1R, Canada",DAN148,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brooksabcanada.html,tbd,dansparkpin,dansskatepage.jpg,50.56696285,-111.8821285,AB
Broomfield (Community Park),"150 Lamar St, Broomfield, CO 80020, US",DAN149,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BroomfieldCOCommunity.html,tbd,dansparkpin,dansskatepage.jpg,39.91661444,-105.0630833,CO
Albuquerque (Rio Bravo),"3912 Isleta Blvd SW, Albuquerque, NM 87105, US",DAN15,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/albuquerquerionm.html,tbd,dansparkpin,dansskatepage.jpg,35.01724151,-106.6839771,NM
"Broomfield Pump Track, Colorado","15663 Sheridan Boulevard, Lafayette, CO 80026, US",DAN150,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BroomfieldPumpTrackCO.html,tbd,dansparkpin,dansskatepage.jpg,39.98227403,-105.0238097,CO
Browning,"College Homes & Starr School Rd, North Browning, MT 59417, US",DAN151,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/browningmt.html,tbd,dansparkpin,dansskatepage.jpg,48.57198218,-113.0171144,MT
Brush,"Hospital Rd & Mill St, Brush, CO 80723, US",DAN152,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/brushco.html,tbd,dansparkpin,dansskatepage.jpg,40.26059123,-103.6414367,CO
Buckley,"Jefferson Ave & River Ave, Buckley, WA 98321, US",DAN153,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/buckleywa.html,tbd,dansparkpin,dansskatepage.jpg,47.16076033,-122.0319002,WA
"Buda, Texas","480 S Loop 4, Buda, TX 78610, US",DAN154,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BudaTexas.html,tbd,dansparkpin,dansskatepage.jpg,30.07581816,-97.84538749,TX
"Buena Vista, Colorado","715 Cedar St, Buena Vista, CO 81211, US",DAN155,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BuenaVistaCO.html,tbd,dansparkpin,dansskatepage.jpg,38.84337704,-106.1227891,CO
"Buffalo, Wyoming","N Desmet Ave & Klondike Dr, Buffalo, WY 82834, US",DAN156,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/buffalowy.html,tbd,dansparkpin,dansskatepage.jpg,44.34502032,-106.7072931,WY
Buhl,"642 Poplar St, Buhl, ID 83316, US",DAN157,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/buhl.html,tbd,dansparkpin,dansskatepage.jpg,42.60498109,-114.7609107,ID
"Bullhead City, Arizona","Riverview Dr & Balboa Dr, Bullhead City, AZ 86442, US",DAN158,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bullheadcity.html,tbd,dansparkpin,dansskatepage.jpg,35.09115509,-114.6254722,AZ
"Burien, Washington","14549 4th Ave SW, Burien, WA 98166, US",DAN159,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/burien.html,tbd,dansparkpin,dansskatepage.jpg,47.47261785,-122.3396489,WA
Allen,"201 St Mary Dr, Allen, TX 75002, US",DAN16,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/allentx.html,tbd,dansparkpin,dansskatepage.jpg,33.10775344,-96.6676488,TX
"Burlington, Washington","821 S Section St, Burlington, WA 98233, US",DAN160,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/burlington.html,tbd,dansparkpin,dansskatepage.jpg,48.46794656,-122.3149434,WA
Burnaby (Bonsor),"6754 Jubilee Ave, Burnaby, BC V5H 3G8, Canada",DAN161,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bonsor.html,tbd,dansparkpin,dansskatepage.jpg,49.22256973,-122.9966598,BC
"Burnside, (Portland) Oregon","SE 2nd Ave, Portland, OR 97232, US",DAN162,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/burnside.html,tbd,dansparkpin,dansskatepage.jpg,45.5229321,-122.6638056,OR
Burnsville,"151 Civic Center Pkwy, Burnsville, MN 55337, US",DAN163,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/BurnsvilleMN.html,tbd,dansparkpin,dansskatepage.jpg,44.76508334,-93.27537048,MN
"Butte, Montana","E 2nd St, Butte, MT 59701, US",DAN164,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/butte.html,tbd,dansparkpin,dansskatepage.jpg,46.00639867,-112.5168377,MT
"Caldwell, Idaho","4150 Skyway St, Caldwell, ID 83605, US",DAN165,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/caldwell.html,tbd,dansparkpin,dansskatepage.jpg,43.65662381,-116.6406069,ID
Calgary (Deer Run),"2223 146 Ave SE, Calgary, AB T2J 5T2, Canada",DAN166,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgarydeerrunab.html,tbd,dansparkpin,dansskatepage.jpg,50.92208353,-114.0080106,AB
Calgary (Huntington Hills),"64 Ave NW & Centre St N, Calgary, AB T2K, Canada",DAN167,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgaryhuntingtonhillsab.html,tbd,dansparkpin,dansskatepage.jpg,51.11123318,-114.0654604,AB
Calgary (Midnapore),"50 Midpark Rise SE, Calgary, AB T2X 1L7, Canada",DAN168,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgaryMidnaporeab.html,tbd,dansparkpin,dansskatepage.jpg,50.91461772,-114.0565426,AB
Calgary (Millennium Park),"1220 9 Ave SW, Calgary, AB T2P 2C4, Canada",DAN169,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgarymilleniumab.html,tbd,dansparkpin,dansskatepage.jpg,51.04621355,-114.0926464,AB
Alliance,"Burnham Dr, Alliance, NE 69301, US",DAN17,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/AllianceNE.html,tbd,dansparkpin,dansskatepage.jpg,42.11433006,-102.8726168,NE
Calgary (New Brighton),"5801 130 Ave SE, Calgary, AB T2Z 0S5, Canada",DAN170,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgarynewbrightonab.html,tbd,dansparkpin,dansskatepage.jpg,50.92839908,-113.9479435,AB
Calgary (Southwood),"11 Sackville Dr SW, Calgary, AB T2W 0W3, Canada",DAN171,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/calgarysouthwoodabcanada.html,tbd,dansparkpin,dansskatepage.jpg,50.95593611,-114.0871579,AB
Camarillo (Pleasant Valley),"1030 Temple Ave, Camarillo, CA 93010, US",DAN172,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/camarilloca.html,tbd,dansparkpin,dansskatepage.jpg,34.22964542,-119.0293756,CA
Canadian,"1307 Willard Ave, Canadian, TX 79014, US",DAN173,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/canadiantx.html,tbd,dansparkpin,dansskatepage.jpg,35.90699881,-100.379338,TX
"Canon City, Colorado","918 N Orchard Ave, Cañon City, CO 81212, US",DAN174,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/canoncity.html,tbd,dansparkpin,dansskatepage.jpg,38.4663175,-105.2161246,CO
"Carbondale, Colorado","94 Meadowood Dr, Carbondale, CO 81623, US",DAN175,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CarbondaleCONorthFace.html,tbd,dansparkpin,dansskatepage.jpg,39.39143951,-107.2038144,CO
"Carlsbad (Alga Norte), California","6565 Alicante Rd, Carlsbad, CA 92009, US",DAN176,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/carlsbadAlganorte.html,tbd,dansparkpin,dansskatepage.jpg,33.11825009,-117.2632851,CA
"Carlsbad, California","2560 Orion Way, Carlsbad, CA 92010, US",DAN177,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/carlsbadca.html,tbd,dansparkpin,dansskatepage.jpg,33.13693166,-117.266528,CA
Carmel,"1235 Central Park Dr E, Carmel, IN 46032, US",DAN178,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/carmelin.html,tbd,dansparkpin,dansskatepage.jpg,39.95050341,-86.13682069,IN
"Carnation, Washington","31999 Blanche St, Carnation, WA 98014, US",DAN179,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/carnation.html,tbd,dansparkpin,dansskatepage.jpg,47.64311142,-121.913724,WA
"Alma, Colorado","880 Airport Rd, Breckenridge, CO 80424, US",DAN18,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/alma.html,tbd,dansparkpin,dansskatepage.jpg,39.28512963,-106.0620816,CO
"Cashmere, Washington","399 Riverside Dr, Cashmere, WA 98815, US",DAN180,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CashmereWA.html,tbd,dansparkpin,dansskatepage.jpg,47.52368307,-120.464426,WA
"Casper (Boys & Girls Club), Wyoming","1701 E K St, Casper, WY 82601, US",DAN181,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/casperbgclub.html,tbd,dansparkpin,dansskatepage.jpg,42.85966757,-106.3041698,WY
"Casper (YMCA), Wyoming","S Durbin St & Casper Mountain Rd, Casper, WY 82601, US",DAN182,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/casperymca.html,tbd,dansparkpin,dansskatepage.jpg,42.83420051,-106.3218878,WY
"Castle Dale, Utah","E 200 S & S 500 E, Castle Dale, UT 84513, US",DAN183,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/castledaleUT.html,tbd,dansparkpin,dansskatepage.jpg,39.20907847,-111.0107887,UT
Castle Rock,"3rd Ave SW & Dike Rd, Castle Rock, WA 98611, US",DAN184,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/castlerockwa.html,tbd,dansparkpin,dansskatepage.jpg,46.26751493,-122.9125532,WA
"Castle Rock, Colorado","3950 Trail Boss Ln, Castle Rock, CO 80104, US",DAN185,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/castlerock.html,tbd,dansparkpin,dansskatepage.jpg,39.40090958,-104.8589969,CO
Cayucos,"55B Ocean Front Ave, Cayucos, CA 93430, US",DAN186,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cayucosca.html,tbd,dansparkpin,dansskatepage.jpg,35.44947431,-120.9064485,CA
Cedar Park,"2310 Brushy Creek Rd, Cedar Park, TX 78613, US",DAN187,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cedarparktx.html,tbd,dansparkpin,dansskatepage.jpg,30.5065092,-97.78282124,TX
"Cedaredge, Colorado","160 SE High Country Ave, Cedaredge, CO 81413, US",DAN188,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CedaredgeCO.html,tbd,dansparkpin,dansskatepage.jpg,38.89214385,-107.926341,CO
"Centennial, Colorado","16799 E Lake Ave, Centennial, CO 80016, US",DAN189,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/centennial.html,tbd,dansparkpin,dansskatepage.jpg,39.61063332,-104.7944554,CO
Alpine,"Elk Run, Alpine, WY 83128, US",DAN19,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/AlpineWY.html,tbd,dansparkpin,dansskatepage.jpg,43.1619722,-111.0248889,WY
"Central City, Nebraska","1301 18th St, Central City, NE 68826, US",DAN190,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CentralCityNE.html,tbd,dansparkpin,dansskatepage.jpg,41.11357971,-97.99697636,NE
"Centralia, Washington","Lowe St, Centralia, WA 98531, US",DAN191,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/centralia.html,tbd,dansparkpin,dansskatepage.jpg,46.72514583,-122.9720398,WA
"Cerritos, California","19900 Bloomfield Ave, Cerritos, CA 90703, US",DAN192,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CerritosCA.html,tbd,dansparkpin,dansskatepage.jpg,33.84959634,-118.0587239,CA
Champaign,"753 N Elm St, Champaign, IL 61820, US",DAN193,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/champaignil.html,tbd,dansparkpin,dansskatepage.jpg,40.12377418,-88.25114352,IL
"Chandler (The Bridge), Arizona","824 W Germann Rd, Chandler, AZ 85286, US",DAN194,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chandlerbridge.html,tbd,dansparkpin,dansskatepage.jpg,33.27731053,-111.8554592,AZ
"Chandler, Arizona","4500 S Basha Rd, Chandler, AZ 85248, US",DAN195,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chandler.html,tbd,dansparkpin,dansskatepage.jpg,33.24035173,-111.8591107,AZ
Charlotte,"700 S Lincoln St, Charlotte, MI 48813, US",DAN196,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/charlottemi.html,tbd,dansparkpin,dansskatepage.jpg,42.55509747,-84.84493366,MI
"Chelan, Washington","500 W Manson Rd, Chelan, WA 98816, US",DAN197,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chelan.html,tbd,dansparkpin,dansskatepage.jpg,47.84430162,-120.0251652,WA
Cherokee,"499 E Main St, Cherokee, IA 51012, US",DAN198,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CherokeeIA.html,tbd,dansparkpin,dansskatepage.jpg,42.74986278,-95.54264934,IA
"Cherokee, North Carolina","1108 Acquoni Rd, Cherokee, NC 28719, US",DAN199,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CherokeeNC.html,tbd,dansparkpin,dansskatepage.jpg,35.49028909,-83.31258751,NC
Altoona,"Venbury Dr & Lindsay Ct SW, Altoona, IA 50009, US",DAN20,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/altoonaia.html,tbd,dansparkpin,dansskatepage.jpg,41.63926273,-93.47717877,IA
Chestermere,"1 Rainbow Rd S, Chestermere, AB T1X 0B4, Canada",DAN200,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chestermereabcanada.html,tbd,dansparkpin,dansskatepage.jpg,51.03820705,-113.8405807,AB
"Cheyenne, Wyoming","E Pershing Blvd & Windmill Rd, Cheyenne, WY 82001, US",DAN201,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cheyenne.html,tbd,dansparkpin,dansskatepage.jpg,41.14888916,-104.7812744,WY
Chicago (Wilson),"W Wilson Ave, Chicago, IL 60640, US",DAN202,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chicagowilsonil.html,tbd,dansparkpin,dansskatepage.jpg,41.966787,-87.6463737,IL
"Chino Hills, California","16337 Fairfield Ranch Rd, Chino Hills, CA 91709, US",DAN203,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chinohills.html,tbd,dansparkpin,dansskatepage.jpg,33.95632658,-117.6798677,CA
"Chino, California","5575 Edison Ave, Chino, CA 91710, US",DAN204,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chino.html,tbd,dansparkpin,dansskatepage.jpg,33.99646511,-117.6872356,CA
"Chula Vista (Len Moore), California","1301 Oleander Ave, Chula Vista, CA 91911, US",DAN205,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/chulavistaLM.html,tbd,dansparkpin,dansskatepage.jpg,32.61631212,-117.0324251,CA
"Citrus Heights, California","7413 Antelope Rd, Citrus Heights, CA 95621, US",DAN206,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/citrusheights.html,tbd,dansparkpin,dansskatepage.jpg,38.70786942,-121.2951398,CA
